listing_name,listing_url,listing_price,listing_shipping_price,listing_authenticity,listing_Seller,listing_Seller_rating,listing_color,listing_brand,listing_size,,mid,new,running,shoes,,,,retro,mens
nike dunk high championship navy men’s size 11 *in hand ready to ship*,https://www.ebay.com/itm/185118132325?hash=item2b19e68865:g:11sAAOSwJh9hZj43,145.00,9.30,Authenticity Guarantee,njnauthentic,83.30%,Blue,Nike,11,,,,,,,,,,
nike dunk high championship navy size 11 in hand,https://www.ebay.com/itm/185108943159?hash=item2b195a5137:g:nskAAOSwoixhagJ1,160.00,11.35,Authenticity Guarantee,vitobrown24,100.00%,Blue,Nike,11,,,,,,,,,,
nike dunk high championship navy size 8 mens air 2021,https://www.ebay.com/itm/133909847196?hash=item1f2da61c9c:g:sSgAAOSwqZlhcH7v,124.99,21.15,Authenticity Guarantee,occkicks,100.00%,Blue,Nike,8,,,,,,,,,,
nike dunk high firste red size 9 brand new 100% authentic in hand ship ready,https://www.ebay.com/itm/353617921693?hash=item525545469d:g:4WQAAOSwJZNhGlec,120.00,7.00,Authenticity Guarantee,jae-150282,87.50%,Red,Nike,9,,,,,,,,,,
nike dunk high kentucky royal blue size 9,https://www.ebay.com/itm/114876008435?hash=item1abf24c7f3:g:oDoAAOSw9mBg30uP,180.00,21.15,Authenticity Guarantee,skateboards,98.40%,Blue,Nike,9,,,,,,,,,,
nike dunk high men size 9 women size 10 crimson tint sail,https://www.ebay.com/itm/144257706233?hash=item21966de8f9:g:vXQAAOSwu3dhTN8o,120.00,10.15,Authenticity Guarantee,chrisahn124,100.00%,Red,Nike,9,,,,,,,,,,
nike dunk high midnight navy size 10,https://www.ebay.com/itm/334182838904?hash=item4dced97278:g:MmIAAOSwuE9haeQp,165.00,0.00,Authenticity Guarantee,cleankixlab,100.00%,Blue,Nike,10,,,,,,,,,,
nike dunk high midnight navy size 7 mens dd1399 104 new fast shipping,https://www.ebay.com/itm/353724259596?hash=item525b9bdd0c:g:93sAAOSwc6FhaEO8,160.00,12.00,Authenticity Guarantee,owobr90,66.70%,Blue,Nike,7,,,,,,,,,,
nike dunk high panda 2021 black white gs size 6y db2179-103,https://www.ebay.com/itm/154667995445?hash=item2402ee5135:g:AdcAAOSweJNhdf-N,210.00,13.55,Authenticity Guarantee,i-bid-and-sell-to-win,100.00%,Black,Nike,6,,,,,,,,,,
nike dunk high panda gs size 6y - db2179-103 black white,https://www.ebay.com/itm/154667767950?hash=item2402ead88e:g:HiEAAOSwDo1hdcOT,200.00,18.35,Authenticity Guarantee,mdfhits,100.00%,Black,Nike,6,,,,,,,,,,
nike dunk high ps midnight navy size 12c dd2314-104 preschool new! in hand!,https://www.ebay.com/itm/294463052924?hash=item448f5d9c7c:g:K7YAAOSwUQNhaLmq,100.00,0.00,Authenticity Guarantee,heungjachan_0,100.00%,Blue,Nike,12,,,,,,,,,,
nike dunk high retro ‘championship’ midnight navy size 12 new in hand,https://www.ebay.com/itm/194437304132?hash=item2d455dcf44:g:FWYAAOSw6WBhZ2ci,159.99,12.75,Authenticity Guarantee,thompsonssupply,100.00%,Blue,Nike,12,,,,,,,,,,
nike dunk high retro championship navy blue ds dd1399-104 in hand size 10,https://www.ebay.com/itm/224649900540?hash=item344e2d71fc:g:disAAOSwgtthayFf,150.00,20.00,Authenticity Guarantee,timtheturtle74,99.80%,Blue,Nike,10,,,,,,,,,,
nike dunk high retro championship navy midnight in hand mens size 10 dd1399-104,https://www.ebay.com/itm/353713956530?hash=item525afea6b2:g:rHwAAOSwBhZhYHoK,169.99,9.30,Authenticity Guarantee,geoffwillis6,100.00%,Blue,Nike,10,,,,,,,,,,
nike dunk high retro championship navy size 11 mens,https://www.ebay.com/itm/124963271606?hash=item1d186433b6:g:PV0AAOSwL1VhcBDA,160.00,18.35,Authenticity Guarantee,booger8180,100.00%,Blue,Nike,11,,,,,,,,,,
nike dunk high retro midnight navy sneakers shoes dd1399-104 size 10,https://www.ebay.com/itm/124954157514?hash=item1d17d921ca:g:B2UAAOSwsAlhaLEg,179.99,17.95,Authenticity Guarantee,jogar_4467,95.80%,Blue,Nike,10,,,,,,,,,,
nike dunk high retro white championship midnight navy dd1399-104 size 12,https://www.ebay.com/itm/393629505313?hash=item5ba6259721:g:VmwAAOSwykJhaMM0,165.00,9.30,Authenticity Guarantee,grdelp73,100.00%,Blue,Nike,12,,,,,,,,,,
nike dunk high retro white championship midnight navy dd1399-104 size 8,https://www.ebay.com/itm/324832437693?hash=item4ba185a5bd:g:45MAAOSwKIBhaOza,150.00,10.00,Authenticity Guarantee,dwh-l,100.00%,Blue,Nike,8,,,,,,,,,,
nike dunk high retro white championship midnight navy size 101,https://www.ebay.com/itm/224640301690?hash=item344d9afa7a:g:MMcAAOSwEgVhYKu8,160.00,10.00,Authenticity Guarantee,kelvin_hawk1,100.00%,Blue,Nike,10,,,,,,,,,,
nike dunk high sports specialties white navy mens size 9,https://www.ebay.com/itm/313706218054?hash=item490a590246:g:TrUAAOSwvzFhY0S4,145.00,12.00,Authenticity Guarantee,ryan_3082,100.00%,Blue,Nike,9,,,,,,,,,,
nike dunk low “university red/white” size 9 men dd1391600,https://www.ebay.com/itm/144215723337?hash=item2193ed4d49:g:CiUAAOSwWvBhTSWi,165.00,21.15,Authenticity Guarantee,justcoppedit,100.00%,Red,Nike,9,,,,,,,,,,
nike dunk low black white panda size 9 womens/ 7 mens dd1503101 - in hand,https://www.ebay.com/itm/124967241972?hash=item1d18a0c8f4:g:trwAAOSwY8Fhcttu,240.00,19.50,Authenticity Guarantee,joeychewcollectors,100.00%,White,Nike,9,,,,,,,,,,
nike dunk low black white panda size 9w 7men ds ! brand new! free shipping,https://www.ebay.com/itm/165147168633?hash=item267389cf79:g:kFUAAOSwMLNhdfUb,275.00,0.00,Authenticity Guarantee,clothes_n_soles,100.00%,Black,Nike,9,,,,,,,,,,
nike dunk low bordeaux size 7 w brand new with box dd1503108,https://www.ebay.com/itm/124962356910?hash=item1d18563eae:g:nX8AAOSw2QFhb0Yv,230.00,9.30,Authenticity Guarantee,ivriv3662,100.00%,Red,Nike,7,,,,,,,,,,
nike dunk low bright crimson game royal size 6,https://www.ebay.com/itm/265373922704?hash=item3dc984b590:g:cokAAOSwX3VhdF2V,120.00,16.00,Authenticity Guarantee,ruebn11,100.00%,Red,Nike,6,,,,,,,,,,
nike dunk low bright crimson/game royal cw1590-104 gs size 7y womens 8 in hand,https://www.ebay.com/itm/234165388831?hash=item368558461f:g:uN0AAOSwi8thLUgm,160.00,0.00,Authenticity Guarantee,outkast19782006,100.00%,Blue,Nike,7,,,,,,,,,,
nike dunk low brooklyn nets size 13,https://www.ebay.com/itm/185122208797?hash=item2b1a24bc1d:g:nasAAOSw8TNhcvtS,145.00,15.00,Authenticity Guarantee,outofstockohio,100.00%,Blue,Nike,13,,,,,,,,,,
nike dunk low by you 365 heineken green white red size 11,https://www.ebay.com/itm/124724752373?hash=item1d0a2caff5:g:5HMAAOSwgPZgnvM3,240.00,9.30,Authenticity Guarantee,p3rsona777,100.00%,Red,Nike,11,,,,,,,,,,
nike dunk low by you size 10 white royal blue kentucky ah7979-992 nike id new,https://www.ebay.com/itm/274820164922?hash=item3ffc8eed3a:g:bHcAAOSwPN1guBuP,229.99,0.00,No Guarantee,premierekicks360,91.70%,Blue,Nike,10,,,,,,,,,,
nike dunk low championship red gs size 6y lcw1590-600 - in-hand,https://www.ebay.com/itm/234249067814?hash=item368a551d26:g:5RgAAOSwvRZhdAys,155.00,0.00,Authenticity Guarantee,solevibin,100.00%,Red,Nike,6,,,,,,,,,,
nike dunk low championship red size 9 dswt,https://www.ebay.com/itm/124967363246?hash=item1d18a2a2ae:g:4QAAAOSwDadhcvIF,160.00,10.15,Authenticity Guarantee,cookinstarkim,80.00%,Red,Nike,9,,,,,,,,,,
nike dunk low chicago emb 75th anniversary nba size 12,https://www.ebay.com/itm/353736864001?hash=item525c5c3101:g:LBQAAOSw4QJhcnVT,250.00,21.15,Authenticity Guarantee,give-53,100.00%,White,Nike,12,,,,,,,,,,
nike dunk low emb nba 75th anniversary “brooklyn nets” dd3363-001 ds size 10,https://www.ebay.com/itm/313721647615?hash=item490b4471ff:g:qQ0AAOSwHDhhcrmZ,175.00,0.00,Authenticity Guarantee,inventorycloseouts,100.00%,White,Nike,10,,,,,,,,,,
nike dunk low emb 'nba 75th anniversary brooklyn nets - size 11🔥🔥,https://www.ebay.com/itm/313722219892?hash=item490b4d2d74:g:0m0AAOSwD1NhczxN,145.00,21.15,Authenticity Guarantee,dakisthegoat,100.00%,Blue,Nike,11,,,,,,,,,,
nike dunk low emb nba 75th anniversary brooklyn nets brand new size 10,https://www.ebay.com/itm/403248908101?hash=item5de3820745:g:alMAAOSwRrFhcu4d,160.00,0.00,Authenticity Guarantee,tawhy_29,100.00%,White,Nike,10,,,,,,,,,,
nike dunk low emb nba 75th anniversary brooklyn nets mens size 10 dd3363-001,https://www.ebay.com/itm/234250635065?hash=item368a6d0739:g:OtQAAOSwFr9hcwLF,160.00,14.25,Authenticity Guarantee,maada_63,100.00%,Blue,Nike,10,,,,,,,,,,
nike dunk low georgetown championship grey navy dd1391-003 size 8 - in hand,https://www.ebay.com/itm/284489803471?hash=item423ce9e6cf:g:BGUAAOSwoHhhcjZp,209.99,0.00,Authenticity Guarantee,grandslam.kicks,100.00%,Blue,Nike,8,,,,,,,,,,
nike dunk low georgetown gs size 6y/women’s 7 cw1590-004 fast ship,https://www.ebay.com/itm/363591160504?hash=item54a7b8d2b8:g:8RsAAOSwfG5hc3De,149.99,19.99,Authenticity Guarantee,pc_sneaks,100.00%,Blue,Nike,6,,,,,,,,,,
nike dunk low georgetown hoyas sz 12 midnight navy championship grey ships today,https://www.ebay.com/itm/124966618409?hash=item1d18974529:g:gv0AAOSwA0hhcoTo,219.99,0.00,Authenticity Guarantee,fidygrand,95.80%,Blue,Nike,12,,,,,,,,,,
nike dunk low gs bright crimson game royal size 6y / 8w cw1590-104,https://www.ebay.com/itm/133910769670?hash=item1f2db43006:g:a78AAOSwXmdhccW4,145.00,0.00,Authenticity Guarantee,genesis712,100.00%,Blue,Nike,6,,,,,,,,,,
nike dunk low gs game royal crimson cw1590-104 gs size 6y in hand ready to ship,https://www.ebay.com/itm/185031047918?hash=item2b14b5baee:g:egQAAOSw4GlhMjTA,129.00,8.00,No Guarantee,longjumper1000,100.00%,Red,Nike,6,,,,,,,,,,
nike dunk low gs game royal crimson cw1590-104 size 6y/ women’s size 7,https://www.ebay.com/itm/353691098217?hash=item5259a1dc69:g:8e4AAOSwEtFhJrYv,175.99,15.95,Authenticity Guarantee,edvel47,100.00%,Blue,Nike,6,,,,,,,,,,
nike dunk low gs retro black/hyper cobalt youth size 6y (7wm) new [cw1590-001],https://www.ebay.com/itm/304136206677?hash=item46cfee3955:g:QH8AAOSwAv9hNuR~,159.99,15.00,Authenticity Guarantee,clearthewayde,100.00%,Blue,Nike,6,,,,,,,,,,
nike dunk low gs university red white championship red size 7y brand new,https://www.ebay.com/itm/373725158966?hash=item5703c15e36:g:8YgAAOSw0DhhROec,160.00,14.25,Authenticity Guarantee,agu_8374,100.00%,Red,Nike,7,,,,,,,,,,
nike dunk low id by you - blue/black - dead stock size 9,https://www.ebay.com/itm/184968737665?hash=item2b10fef381:g:2KMAAOSwFH5hAZvY,240.00,11.35,Authenticity Guarantee,camskicks,100.00%,Blue,Nike,9,,,,,,,,,,
nike dunk low id by you “bred” size 11 in hand - brand new✅ - black/red/white,https://www.ebay.com/itm/255000272531?hash=item3b5f335e93:g:MmkAAOSwQIRgtTCc,274.99,0.00,Authenticity Guarantee,jflus.jgus4ozt1,99.60%,Red,Nike,11,,,,,,,,,,
nike dunk low id by you royal black toe size 10,https://www.ebay.com/itm/184806299068?hash=item2b075055bc:g:q1EAAOSwqDxgjbpZ,279.97,0.00,No Guarantee,corey_otoole,100.00%,Blue,Nike,10,,,,,,,,,,
nike dunk low id size 9 red and yellow ready to ship,https://www.ebay.com/itm/174974147987?hash=item28bd459d93:g:4koAAOSwnK5glHaR,140.00,9.30,Authenticity Guarantee,overtops,100.00%,Red,Nike,9,,,,,,,,,,
nike dunk low id-by you mens size 10 red yellow shoes,https://www.ebay.com/itm/194420282977?hash=item2d445a1661:g:gHwAAOSwcelhXeY4,200.00,0.00,Authenticity Guarantee,salecheef,98.70%,Red,Nike,10,,,,,,,,,,
nike dunk low id-by you mens size 9 blue white skateboarding shoes,https://www.ebay.com/itm/274843713778?hash=item3ffdf640f2:g:puIAAOSwFdtg08va,220.00,0.00,Authenticity Guarantee,huenique-llc,97.00%,Blue,Nike,9,,,,,,,,,,
nike dunk low id-by you mens size 9 red yellow skateboarding shoes,https://www.ebay.com/itm/274972774404?hash=item4005a79004:g:KXoAAOSwQMVg08cC,220.00,0.00,Authenticity Guarantee,huenique-llc,97.00%,Red,Nike,9,,,,,,,,,,
nike dunk low n7 by lyle thompson costume shoe sneaker size 7 brand new,https://www.ebay.com/itm/224566706269?hash=item344938005d:g:YoQAAOSwvTNhEhsZ,200.00,0.00,Authenticity Guarantee,larr.manao,100.00%,Red,Nike,7,,,,,,,,,,
nike dunk low off white “dear summer” lot 15 size 12 virgil snkrs dj0950-101,https://www.ebay.com/itm/165143771862?hash=item267355fad6:g:nn0AAOSwyophcMdn,450.00,0.00,No Guarantee,nerdy1980,100.00%,White,Nike,12,,,,,,,,,,
nike dunk low red champion size 7y,https://www.ebay.com/itm/255166435393?hash=item3b691ad041:g:a8oAAOSwApBhXeWM,135.00,13.55,Authenticity Guarantee,paololu93,100.00%,Red,Nike,7,,,,,,,,,,
nike dunk low retro (12) midas gold sz 12 dd1391-701,https://www.ebay.com/itm/133903897039?hash=item1f2d4b51cf:g:X6EAAOSwv4phaGIe,270.00,0.00,Authenticity Guarantee,poofyo101jumpmansneakers,99.60%,Red,Nike,12,,,,,,,,,,
nike dunk low retro “nets” - size 8,https://www.ebay.com/itm/194456412642?hash=item2d468161e2:g:IQcAAOSwlpRhcfZp,165.00,21.15,Authenticity Guarantee,isnu_94,100.00%,Blue,Nike,8,,,,,,,,,,
nike dunk low retro dd1391-103 white/grey/fog size 11 new with box,https://www.ebay.com/itm/284498309560?hash=item423d6bb1b8:g:O4sAAOSw491hcf0I,300.00,13.55,Authenticity Guarantee,ryesc78,100.00%,White,Nike,11,,,,,,,,,,
nike dunk low retro hyper cobalt gs size 6y women’s 7 cw1590-001 ships today!,https://www.ebay.com/itm/224651363234?hash=item344e43c3a2:g:DlcAAOSwqjRg8lCY,149.95,0.00,Authenticity Guarantee,closetcollector02,100.00%,Blue,Nike,6,,,,,,,,,,
nike dunk low social status free lunch strawberry milk dm3349-600 size 12c ps,https://www.ebay.com/itm/154653537398?hash=item240211b476:g:OkEAAOSwWQJhaaRT,265.00,0.00,Authenticity Guarantee,marv_326,100.00%,Red,Nike,12,,,,,,,,,,
nike dunk low undefeated 5 on it dunk vs. af1 (size 8) *fast ship/new*,https://www.ebay.com/itm/203631584014?hash=item2f6963630e:g:ajMAAOSwjYthU5vw,177.63,19.33,No Guarantee,pherociouskicks,100.00%,Blue,Nike,8,,,,,,,,,,
nike dunk low undefeated 5 on it dunk vs. af1 size 9,https://www.ebay.com/itm/255180719909?var=555172349146&hash=item3b69f4c725:g:MTAAAOSwEQ9hcJNg,170.00,12.00,Authenticity Guarantee,hypestew,98.90%,Blue,Nike,9,,,,,,,,,,
nike dunk low undefeated 5 on it size 10,https://www.ebay.com/itm/353735981940?hash=item525c4ebb74:g:VwwAAOSwbYNhJq7i,189.00,0.00,Authenticity Guarantee,icedx42,100.00%,Blue,Nike,10,,,,,,,,,,
nike dunk low university red 2021 size 9,https://www.ebay.com/itm/363561664805?hash=item54a5f6c125:g:a7IAAOSw~ThhXNaP,175.00,16.00,No Guarantee,wallburn11,85.70%,Red,Nike,9,,,,,,,,,,
nike dunk low•championship red•size 10•new with box,https://www.ebay.com/itm/194369564660?hash=item2d41542ff4:g:pdEAAOSwbd5hQ-QB,175.00,10.15,Authenticity Guarantee,rainey04,100.00%,Red,Nike,10,,,,,,,,,,
nike dunk mid social status ‘strawberry milk’ size 7m/ 8w in hand fast ship!!,https://www.ebay.com/itm/393645291424?epid=22050255406&_trkparms=ispr%3D1&hash=item5ba71677a0:g:Dy4AAOSwTnRhc39X&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS756jE49efRUdZ161WGGuaQeXioWwvJnLd6S7Ctx1XL%252FAvDHl5e0uJ8ENrk%252F9zUiJsClFGTaP6rGz%252F520oEMLuQmhthcEZTJYX9BVxwU6VNdAO3XeHphZgcuHytcCmjzyJqXZulVl1QXmpnlge0E1htfg0OJZX3K0sIeOAjTljOw1FK6fMKsZNlxGDBft25OgyiVIMyn4vGsVHZ0u3O8HZv78NlSmHdFElMNDNpk2%252BcAGE9nCRs04YAte1nf%252FR21aSZllrnewtN5uyJf%252FD%252BVJGFagkmP5rCpZ7jsZ7h9zOIXKWHyrjHVMcD8jdUVfOvQ7Uy270pTlBIfIPlmIwoDfVP89wRM6g5TboPkISV5e49gLjhKaMsB2xrGZSmaHARA%252FJEnPU%252Fjm5tMhVY29V5%252BWFNZYEu8GW3mDN0pKrfut4WeQXIqKnRbLpZKoFG9eOBY629gjuN0lno2Ohtr2nXBG8HEb3sz%252BYxM84ZyKO%252FQ%252B41la%252Bsw%252BPqShr7yrAcxkyRSHqqGav9LvcNqrn8Ez3YxZR1Bmed3JxhG10q2JwdS67msJL6ICtNazoS%252FSyH7Io1muzovSct8pNMtMn2e7i49qxaT5WtyI6ZDaeQJxo75867gvMJzCsyGhWmVCxrbSThZgsldA7lVU2xhRgSEi6q6dRRkrL37gGMd7hmi1E%252Flso%252FqTg7rcd7Xo5RFnbItpsPTL8WAxkBDVca3TUCM7Bpz4ydUefiNZcWk18iDoDPuPRdTBBaPhRSFa7TACWFE1Ep%252Bdxxh%252BXkqO4X%252B9K54ILmsVL2oQ59nXFbKoyGK%252Fx3JxuAvGKaUA0etyRmVyVe%252B5nw1b%7Cclp%3A2499334%7Ctkp%3ABFBMvJHq55Vf,192.00,8.80,Authenticity Guarantee,joeykickznyc,100.00%,Red,Nike,7,,,,,,,,,,
"nike dunk mid social status free lunch “strawberry milk"" size 9 confirmed",https://www.ebay.com/itm/353725957467?hash=item525bb5c55b:g:5FMAAOSwCyBhaajZ,275.00,11.35,Authenticity Guarantee,nistedt-0,80.00%,Red,Nike,9,,,,,,,,,,
nike dunk mid social status free lunch strawberry milk -size 10- confirmed order,https://www.ebay.com/itm/384461825428?hash=item5983b5e594:g:47UAAOSwpBFhab2q,230.00,0.00,No Guarantee,tskicks23,97.20%,Red,Nike,10,,,,,,,,,,
nike dunk mid social status free lunch strawberry milk size 10 dj1163-600,https://www.ebay.com/itm/115049808997?hash=item1ac980c465:g:HwYAAOSwk3hhb0mX,265.00,0.00,Authenticity Guarantee,branc.hakee,96.00%,Red,Nike,10,,,,,,,,,,
nike dunk mid social status free lunch strawberry milk size 11 confirmed ord*,https://www.ebay.com/itm/174978790891?hash=item28bd8c75eb:g:4sYAAOSw89ZhaZ7j,245.00,0.00,No Guarantee,densandu-0,100.00%,Red,Nike,11,,,,,,,,,,
nike dunk mid social status free lunch strawberry milk size 11 confirmed order,https://www.ebay.com/itm/313722485415?hash=item490b513aa7:g:f5AAAOSwdwlhc3yt,238.99,0.00,Authenticity Guarantee,durdenstar,100.00%,Red,Nike,11,,,,,,,,,,
nike dunk mid social status free lunch strawberry milk size 14,https://www.ebay.com/itm/304196032155?hash=item46d37f169b:g:MFgAAOSwmb9hcx0H,255.00,14.25,Authenticity Guarantee,jacksdharmabum,100.00%,Red,Nike,14,,,,,,,,,,
nike dunk mid social status free lunch strawberry milk size 7 *in hand*,https://www.ebay.com/itm/255189963627?hash=item3b6a81d36b:g:qGwAAOSwgFdhccEn,194.99,14.99,Authenticity Guarantee,dom_sells29,100.00%,Red,Nike,7,,,,,,,,,,
nike dunk mid social status free lunch strawberry milk size 8 free shipping,https://www.ebay.com/itm/363581774011?hash=item54a72998bb:g:tfEAAOSwyklhaZjk,230.00,0.00,Authenticity Guarantee,kjsole-49,100.00%,Red,Nike,8,,,,,,,,,,
nike dunk mid social status free lunch strawberry milk sz 9 *order confirmed*,https://www.ebay.com/itm/115047842796?hash=item1ac962c3ec:g:UjcAAOSwDp5haZzB,279.99,0.00,No Guarantee,addison199797,100.00%,Red,Nike,9,,,,,,,,,,
nike dunk mid social status strawberry milk dj1173-600 size 7 order confirmed,https://www.ebay.com/itm/124955601519?hash=item1d17ef2a6f:g:59EAAOSwNc5haahs,239.99,0.00,Authenticity Guarantee,muhammabelmokhta0,87.50%,Red,Nike,7,,,,,,,,,,
nike dunk mid x social status free lunch - strawberry milk - size 14,https://www.ebay.com/itm/174988012295?hash=item28be192b07:g:f0wAAOSwO2dhcc5j,259.99,9.30,Authenticity Guarantee,portmanteau42,100.00%,Red,Nike,14,,,,,,,,,,
nike dunk mid x social status free lunch strawberry milk *size 11*,https://www.ebay.com/itm/255191527500?hash=item3b6a99b04c:g:7z8AAOSwtjhhcwc5,240.00,15.00,Authenticity Guarantee,mireeds27,100.00%,Red,Nike,11,,,,,,,,,,
nike dunk mid x social status free lunch 'strawberry milk' dj1173-600 sz 11,https://www.ebay.com/itm/224648616318?hash=item344e19d97e:g:l0cAAOSw8zNhaZZz,280.00,0.00,Authenticity Guarantee,abdudelane0,98.70%,Red,Nike,11,,,,,,,,,,
nike dunk mid x social status free lunch 'strawberry milk' dj1173-600 sz 7,https://www.ebay.com/itm/265362273405?hash=item3dc8d2f47d:g:s1QAAOSwCRxhaZxL,274.95,11.35,Authenticity Guarantee,ralibes_le2cu122d,100.00%,Red,Nike,7,,,,,,,,,,
nike dunk mid x social status free lunch strawberry milk size 11- confirmed,https://www.ebay.com/itm/185109831348?hash=item2b1967deb4:g:YF4AAOSwfMVhart-,240.00,14.95,Authenticity Guarantee,luwie1654,100.00%,Red,Nike,11,,,,,,,,,,
nike dunk mid x social status free lunch 'strawberry milk' size 9 - new,https://www.ebay.com/itm/194441455810?hash=item2d459d28c2:g:5vIAAOSwiYphadET,239.99,11.54,Authenticity Guarantee,jandrretailco,100.00%,Red,Nike,9,,,,,,,,,,
nike dunk mid x social status strawberry milk size 9 & 10,https://www.ebay.com/itm/265371514823?var=565207850402&hash=item3dc95ff7c7:g:JncAAOSw3Jlhb2lL,219.99,11.35,Authenticity Guarantee,mint_kondition,92.30%,Red,Nike,9,,,,,,,,,,
nike dunk strawberry milk size 13,https://www.ebay.com/itm/174986961403?hash=item28be0921fb:g:Uc8AAOSwPRJhcOSW,300.00,21.95,Authenticity Guarantee,dale1654,100.00%,Red,Nike,13,,,,,,,,,,
nike dunk x off white lot 5 of 50 size 8,https://www.ebay.com/itm/144257188979?hash=item2196660473:g:jykAAOSwMZBhcc7A,455.00,20.00,No Guarantee,otripalsy1,100.00%,White,Nike,8,,,,,,,,,,
nike dunk x social status free lunch 'strawberry milk' confirmed size 9,https://www.ebay.com/itm/384448349425?hash=item5982e844f1:g:blAAAOSwqBhhaZoP,239.99,14.98,Authenticity Guarantee,jorloi-79,100.00%,Red,Nike,9,,,,,,,,,,
nike id air force 1 unc size sz 12 patent leather university blue white no lid,https://www.ebay.com/itm/185120100392?hash=item2b1a049028:g:FNUAAOSw-8lhcX8y,189.99,24.35,No Guarantee,fashionnava,100.00%,Blue,Nike,12,,,,,,,,,,
nike id air zoom cj5287 994 size size 9 / women size 11 - no lid - running,https://www.ebay.com/itm/384454040735?hash=item59833f1c9f:g:mtoAAOSwDMBgpYoI,59.00,9.99,No Guarantee,copthetop,97.40%,Blue,Nike,9,,,,,,,,,,
nike id by you air force 1 low red/black/white men’s size 9,https://www.ebay.com/itm/255128991500?hash=item3b66df770c:g:dQUAAOSwvCJhOnBH,129.99,0.00,No Guarantee,pingpongkicks,100.00%,Red,Nike,9,,,,,,,,,,
nike id by you dunk low black/red bred | size 9 | brand new | habibi black toe,https://www.ebay.com/itm/184975872180?hash=item2b116bd0b4:g:mzwAAOSwNxlhBswX,175.00,0.00,Authenticity Guarantee,dookhel,100.00%,Red,Nike,9,,,,,,,,,,
nike id dunk low by you red/yellow size 11 ds brand new custom,https://www.ebay.com/itm/234195660361?hash=item3687262e49:g:r9UAAOSwl9BhR74L,174.99,0.00,No Guarantee,farrizz23,100.00%,Red,Nike,11,,,,,,,,,,
nike jordan 1 low neutral grey white gs cz0858-100 size 6y brand new deadstock,https://www.ebay.com/itm/185122467312?hash=item2b1a28adf0:g:kN0AAOSw5Cphcybs,125.00,0.00,Authenticity Guarantee,supersneakerstore,100.00%,White,Air Jordan,6,,,,,,,,,,
nike jordan 1 low neutral grey white gs cz0858-100 size 7y brand new deadstock,https://www.ebay.com/itm/185122464987?hash=item2b1a28a4db:g:DJYAAOSw1fVhcyYR,132.00,0.00,Authenticity Guarantee,supersneakerstore,100.00%,White,Air Jordan,7,,,,,,,,,,
nike jordan 1 low pollen sneakers men's size 10 yellow 553558-171,https://www.ebay.com/itm/373725480140?hash=item5703c644cc:g:qSsAAOSwxs9hNCgV,130.00,21.15,Authenticity Guarantee,jmaxd_72,100.00%,White,Air Jordan,10,,,,,,,,,,
nike jordan 1 low pollen sneakers men's size 8 yellow 553558-171,https://www.ebay.com/itm/133867738330?hash=item1f2b2394da:g:ZJUAAOSwfWxhLsx~,179.99,0.00,Authenticity Guarantee,dealalleyofkaty,99.50%,White,Air Jordan,8,,,,,,,,,,
nike jordan 1 low se racer blue black white men�??s size 10 shoes nib fast ship,https://www.ebay.com/p/13044907210?iid=224658023326,110.00,11.96,No Guarantee,fawb11,100.00%,Black,Air Jordan,10,,,,,,,,,,
